http://seabase.core.cli.mbl.edu/transcript/88007;http://seabase.core.cli.mbl.edu/transcript/78165
http://seabase.core.cli.mbl.edu/transcript/88007;http://seabase.core.cli.mbl.edu/transcript/78164
http://seabase.core.cli.mbl.edu/transcript/88007;http://seabase.core.cli.mbl.edu/transcript/60786
http://seabase.core.cli.mbl.edu/transcript/88007;http://seabase.core.cli.mbl.edu/transcript/43056
http://seabase.core.cli.mbl.edu/transcript/88007;http://seabase.core.cli.mbl.edu/transcript/51658
http://seabase.core.cli.mbl.edu/transcript/88007;http://seabase.core.cli.mbl.edu/transcript/86050
http://seabase.core.cli.mbl.edu/transcript/88007;http://seabase.core.cli.mbl.edu/transcript/11165
http://seabase.core.cli.mbl.edu/transcript/88007;http://seabase.core.cli.mbl.edu/transcript/58844
http://seabase.core.cli.mbl.edu/transcript/88007;http://seabase.core.cli.mbl.edu/transcript/42866
http://seabase.core.cli.mbl.edu/transcript/88007;http://seabase.core.cli.mbl.edu/transcript/34729
http://seabase.core.cli.mbl.edu/transcript/88007;http://seabase.core.cli.mbl.edu/transcript/32710
http://seabase.core.cli.mbl.edu/transcript/95654;http://seabase.core.cli.mbl.edu/transcript/34938
http://seabase.core.cli.mbl.edu/transcript/95654;http://seabase.core.cli.mbl.edu/transcript/96150
http://seabase.core.cli.mbl.edu/transcript/95654;http://seabase.core.cli.mbl.edu/transcript/60860
http://seabase.core.cli.mbl.edu/transcript/95654;http://seabase.core.cli.mbl.edu/transcript/60013
http://seabase.core.cli.mbl.edu/transcript/95654;http://seabase.core.cli.mbl.edu/transcript/60014
http://seabase.core.cli.mbl.edu/transcript/95654;http://seabase.core.cli.mbl.edu/transcript/59306
http://seabase.core.cli.mbl.edu/transcript/95654;http://seabase.core.cli.mbl.edu/transcript/3041
http://seabase.core.cli.mbl.edu/transcript/95654;http://seabase.core.cli.mbl.edu/transcript/3036
http://seabase.core.cli.mbl.edu/transcript/95654;http://seabase.core.cli.mbl.edu/transcript/66268
http://seabase.core.cli.mbl.edu/transcript/95654;http://seabase.core.cli.mbl.edu/transcript/65360
http://seabase.core.cli.mbl.edu/transcript/95654;http://seabase.core.cli.mbl.edu/transcript/39274
http://seabase.core.cli.mbl.edu/transcript/95654;http://seabase.core.cli.mbl.edu/transcript/56731
http://seabase.core.cli.mbl.edu/transcript/95654;http://seabase.core.cli.mbl.edu/transcript/56730
http://seabase.core.cli.mbl.edu/transcript/95654;http://seabase.core.cli.mbl.edu/transcript/91680
http://seabase.core.cli.mbl.edu/transcript/95654;http://seabase.core.cli.mbl.edu/transcript/57320
http://seabase.core.cli.mbl.edu/transcript/95654;http://seabase.core.cli.mbl.edu/transcript/100424
http://seabase.core.cli.mbl.edu/transcript/95654;http://seabase.core.cli.mbl.edu/transcript/98645
http://seabase.core.cli.mbl.edu/transcript/95654;http://seabase.core.cli.mbl.edu/transcript/76737
http://seabase.core.cli.mbl.edu/transcript/95654;http://seabase.core.cli.mbl.edu/transcript/92876
http://seabase.core.cli.mbl.edu/transcript/95654;http://seabase.core.cli.mbl.edu/transcript/54024
http://seabase.core.cli.mbl.edu/transcript/1;http://seabase.core.cli.mbl.edu/transcript/2
http://seabase.core.cli.mbl.edu/transcript/95653;http://seabase.core.cli.mbl.edu/transcript/91402
http://seabase.core.cli.mbl.edu/transcript/95653;http://seabase.core.cli.mbl.edu/transcript/37894
http://seabase.core.cli.mbl.edu/transcript/95653;http://seabase.core.cli.mbl.edu/transcript/115232
http://seabase.core.cli.mbl.edu/transcript/105088;http://seabase.core.cli.mbl.edu/transcript/10880
http://seabase.core.cli.mbl.edu/transcript/105088;http://seabase.core.cli.mbl.edu/transcript/99894
http://seabase.core.cli.mbl.edu/transcript/52555;http://seabase.core.cli.mbl.edu/transcript/105186
http://seabase.core.cli.mbl.edu/transcript/52555;http://seabase.core.cli.mbl.edu/transcript/51873
http://seabase.core.cli.mbl.edu/transcript/52555;http://seabase.core.cli.mbl.edu/transcript/51869
http://seabase.core.cli.mbl.edu/transcript/52555;http://seabase.core.cli.mbl.edu/transcript/41892
http://seabase.core.cli.mbl.edu/transcript/52555;http://seabase.core.cli.mbl.edu/transcript/27737
http://seabase.core.cli.mbl.edu/transcript/52555;http://seabase.core.cli.mbl.edu/transcript/49373
http://seabase.core.cli.mbl.edu/transcript/52555;http://seabase.core.cli.mbl.edu/transcript/112557
http://seabase.core.cli.mbl.edu/transcript/52555;http://seabase.core.cli.mbl.edu/transcript/112556
