Id,Modularity Class,PageRank
http://seabase.core.cli.mbl.edu/transcript/70471,0,0.009179300947035444
http://seabase.core.cli.mbl.edu/transcript/66087,0,0.011780093835983059
http://seabase.core.cli.mbl.edu/transcript/47557,0,0.011780093835983059
http://seabase.core.cli.mbl.edu/transcript/67706,0,0.01230648041116005
http://seabase.core.cli.mbl.edu/transcript/35308,1,0.009179300947035444
http://seabase.core.cli.mbl.edu/transcript/27848,1,0.01698167961387829
http://seabase.core.cli.mbl.edu/transcript/61352,2,0.009179300947035444
http://seabase.core.cli.mbl.edu/transcript/88326,2,0.009829499169272348
http://seabase.core.cli.mbl.edu/transcript/88316,2,0.009829499169272348
http://seabase.core.cli.mbl.edu/transcript/56586,2,0.009829499169272348
http://seabase.core.cli.mbl.edu/transcript/65731,2,0.009829499169272348
http://seabase.core.cli.mbl.edu/transcript/57240,2,0.009829499169272348
http://seabase.core.cli.mbl.edu/transcript/48629,2,0.009829499169272348
http://seabase.core.cli.mbl.edu/transcript/6582,2,0.009829499169272348
http://seabase.core.cli.mbl.edu/transcript/99270,2,0.009829499169272348
http://seabase.core.cli.mbl.edu/transcript/99271,2,0.009829499169272348
http://seabase.core.cli.mbl.edu/transcript/99269,2,0.009829499169272348
http://seabase.core.cli.mbl.edu/transcript/46548,2,0.009829499169272348
http://seabase.core.cli.mbl.edu/transcript/46550,2,0.009829499169272348
http://seabase.core.cli.mbl.edu/transcript/43827,5,0.009179300947035444
http://seabase.core.cli.mbl.edu/transcript/95561,3,0.00928919360431492
http://seabase.core.cli.mbl.edu/transcript/43746,4,0.00928919360431492
http://seabase.core.cli.mbl.edu/transcript/43721,5,0.00928919360431492
http://seabase.core.cli.mbl.edu/transcript/43688,5,0.00928919360431492
http://seabase.core.cli.mbl.edu/transcript/105249,5,0.00928919360431492
http://seabase.core.cli.mbl.edu/transcript/105250,5,0.00928919360431492
http://seabase.core.cli.mbl.edu/transcript/87496,5,0.00928919360431492
